NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
ALEXANDRE AUGUSTO,PP,Direita,MG,MASCULINO,PRETA,50.0,821000.0,BENS_G1,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,1120
DELEGADO HERBERT,UNIÃO,Direita,RR,MASCULINO,PARDA,46.0,2093642.0,BENS_G1,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,4411
JU SOARES,REDE,Esquerda,PE,FEMININO,BRANCA,39.0,nan,nan,ENSINO MÉDIO COMPLETO,RELAÇÕES-PÚBLICAS,N,NÃO DIVULGÁVEL,1800
CAROL PIRES,UNIÃO,Direita,RN,FEMININO,BRANCA,34.0,339645.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4455
GLAUBER,PSOL,Esquerda,RJ,MASCULINO,BRANCA,40.0,942188.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,5080
ENFERMEIRA SOL,UNIÃO,Direita,TO,FEMININO,PARDA,48.0,40000.0,BENS_G4,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,4440
AMAURI BURU,MDB,Centro,MG,MASCULINO,PRETA,47.0,nan,nan,LÊ E ESCREVE,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1566
HELIO TELES,AVANTE,Centro,GO,MASCULINO,BRANCA,55.0,1311574.0,BENS_G1,SUPERIOR COMPLETO,ARTISTA PLÁSTICO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,7022
RÔMULO BULDRINI FILOGÔNIO,NOVO,Direita,MG,MASCULINO,PARDA,69.0,170800.0,BENS_G3,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,3053
BILLA MUDANÇAS,AGIR,Direita,SP,MASCULINO,BRANCA,69.0,110000.0,BENS_G3,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,3672
CORONEL VANESSA,UNIÃO,Direita,PA,FEMININO,PRETA,39.0,102063.0,BENS_G3,SUPERIOR COMPLETO,BOMBEIRO MILITAR,N,NÃO DIVULGÁVEL,4488
GRAN NEGO,PROS,Centro,SP,MASCULINO,BRANCA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,9086
LIU DOURADO,SOLIDARIEDADE,Centro,BA,FEMININO,PARDA,32.0,nan,nan,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7799
NETO BADARÓ,PP,Direita,BA,MASCULINO,PARDA,43.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1102
PROF MARILEI DE FÁTIMA,MDB,Centro,PR,FEMININO,BRANCA,42.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,1516
CARLOS LEANDRO,CIDADANIA,Esquerda,AC,MASCULINO,PARDA,39.0,nan,nan,SUPERIOR COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,2345
MARIO JUSTINO,PROS,Centro,MG,MASCULINO,PRETA,54.0,123804.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,9066
ARUILTON PAZ,PSB,Esquerda,MA,MASCULINO,PARDA,53.0,1644000.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,4033
DR MAURO CONDE,REPUBLICANOS,Direita,MG,MASCULINO,BRANCA,64.0,657039.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,1056
REGINETE BISPO,PT,Esquerda,RS,FEMININO,PRETA,60.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1378
ADRIANO SOPÓ,PDT,Esquerda,SP,MASCULINO,BRANCA,52.0,292215.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1288
FUMACINHA,PATRIOTA,Direita,TO,MASCULINO,PRETA,49.0,250000.0,BENS_G3,ENSINO MÉDIO COMPLETO,PESCADOR,N,NÃO DIVULGÁVEL,5189
ELIZ NASCIMENTO,AVANTE,Centro,RJ,FEMININO,PARDA,50.0,10000.0,BENS_G4,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,7044
HERMAN GUEDES,NOVO,Direita,RJ,MASCULINO,BRANCA,44.0,259800.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3015
GILMAR DA CRUZ,REPUBLICANOS,Direita,MS,MASCULINO,BRANCA,54.0,270892.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1023
LU DO POSTO,PDT,Esquerda,BA,FEMININO,PARDA,48.0,nan,nan,SUPERIOR COMPLETO,GERENTE,N,NÃO DIVULGÁVEL,1206
ANALÚCIA,PL,Direita,RO,FEMININO,BRANCA,59.0,77494.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2260
HELO DA EMPATIA,SOLIDARIEDADE,Centro,SP,FEMININO,PRETA,50.0,nan,nan,SUPERIOR INCOMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,7792
EDU SIQUEIRA,PTB,Direita,AP,MASCULINO,BRANCA,56.0,3462460.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1422
ELAINE OLIVEIRA,PDT,Esquerda,RJ,FEMININO,PRETA,46.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,1251
PROF ANTONIO GERALDO,PL,Direita,PA,MASCULINO,PRETA,45.0,384604.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,2245
RICARDO ABRÃO,UNIÃO,Direita,RJ,MASCULINO,BRANCA,50.0,21969789.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4498
SGT NÚBIA VANESSA,CIDADANIA,Esquerda,BA,FEMININO,BRANCA,48.0,501.0,BENS_G4,SUPERIOR INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,2348
PROFESSORA ISABELE FELIX,PODE,Direita,PR,FEMININO,BRANCA,57.0,760000.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,1988
LUCIANA NOVAES,PT,Esquerda,RJ,FEMININO,BRANCA,39.0,1250000.0,BENS_G1,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,1355
FLAVIUS,PRTB,Direita,SP,MASCULINO,BRANCA,58.0,18000000.0,BENS_G1,SUPERIOR COMPLETO,ARQUITETO,N,NÃO DIVULGÁVEL,2820
MURILLINHO,PL,Direita,RS,MASCULINO,BRANCA,45.0,1892064.0,BENS_G1,SUPERIOR COMPLETO,PECUARISTA,N,NÃO DIVULGÁVEL,2245
PROFESSORA ANA MARIA,AGIR,Direita,MT,FEMININO,PARDA,47.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,3666
MAYELE PAES,AGIR,Direita,PR,FEMININO,BRANCA,40.0,123000.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,3645
CRIS BAMBUÍ,PRTB,Direita,MG,FEMININO,BRANCA,49.0,533745.0,BENS_G2,SUPERIOR COMPLETO,"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS",N,NÃO DIVULGÁVEL,2808
ANDREA CALDAS,PSOL,Esquerda,PR,FEMININO,BRANCA,53.0,240000.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,5010
JOELSON,PROS,Centro,SP,MASCULINO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,9047
CÉLIO SILVEIRA,MDB,Centro,GO,MASCULINO,BRANCA,63.0,3583956.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,1599
AFONSO MOTTA,PDT,Esquerda,RS,MASCULINO,BRANCA,73.0,23816838.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,1200
CHICO PANÇA,CIDADANIA,Esquerda,PI,MASCULINO,PARDA,41.0,2000.0,BENS_G4,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,2311
CÉSAR DO VALE,MDB,Centro,CE,MASCULINO,PARDA,49.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1513
THABATA UHLIK,PSDB,Centro,PR,FEMININO,BRANCA,35.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4500
FABRIÇÃO,PSB,Esquerda,GO,MASCULINO,PARDA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,N,NÃO DIVULGÁVEL,4000
PROFESSOR MANOEL MESSIAS,PC do B,Esquerda,BA,MASCULINO,PARDA,46.0,596000.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,6513
RALF NAURE,PV,Esquerda,SP,MASCULINO,BRANCA,59.0,10948.0,BENS_G4,ENSINO MÉDIO COMPLETO,COMERCIÁRIO,N,NÃO DIVULGÁVEL,4388
EMANUEL DE SANTANA,PDT,Esquerda,RN,MASCULINO,BRANCA,26.0,nan,nan,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,1201
GLEICE MAGA,PSD,Direita,PE,FEMININO,PRETA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,5511
FRANSUÍLA ,PT,Esquerda,MA,FEMININO,PARDA,54.0,3680000.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,1300
DUDA,AGIR,Direita,SP,MASCULINO,PARDA,54.0,10970.0,BENS_G4,ENSINO MÉDIO COMPLETO,OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL,N,NÃO DIVULGÁVEL,3635
OZIEL OLIVEIRA,PSD,Direita,BA,MASCULINO,BRANCA,57.0,190955.0,BENS_G3,SUPERIOR COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,5512
MACARRÃO,PTB,Direita,MG,MASCULINO,BRANCA,44.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1497
SARGENTO CARLOS O MARINHEIRO,PTB,Direita,MG,MASCULINO,PARDA,66.0,1020000.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,1408
ANDREA LUZ,PDT,Esquerda,AL,FEMININO,PARDA,47.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1213
JÚNIOR MANO,PL,Direita,CE,MASCULINO,PARDA,37.0,371564.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,S,NÃO DIVULGÁVEL,2255
LUIZ MARINHO,PT,Esquerda,SP,MASCULINO,BRANCA,63.0,285719.0,BENS_G2,SUPERIOR COMPLETO,TRABALHADOR METALÚRGICO E SIDERÚRGICO,N,NÃO DIVULGÁVEL,1355
DR SADINOEL,PSD,Direita,RJ,MASCULINO,BRANCA,53.0,1059451.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,5567
NILDA SAUL,PSOL,Esquerda,AC,FEMININO,PRETA,53.0,225000.0,BENS_G3,SUPERIOR COMPLETO,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",N,NÃO DIVULGÁVEL,5055
CAPITÃO SALES,PTB,Direita,AL,MASCULINO,BRANCA,36.0,160000.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,1440
MASSUCATO,PATRIOTA,Direita,SP,MASCULINO,BRANCA,62.0,1356054.0,BENS_G1,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,5107
DRA ROBERTA LACERDA,PL,Direita,RN,FEMININO,BRANCA,41.0,533688.0,BENS_G2,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,2211
RUTE SOUZA,PSD,Direita,SC,FEMININO,PARDA,45.0,270000.0,BENS_G3,SUPERIOR COMPLETO,"TRADUTOR, INTÉRPRETE E FILÓLOGO",N,NÃO DIVULGÁVEL,5533
SIDNEI CÍCERO TILPE,PSB,Esquerda,PR,MASCULINO,BRANCA,47.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4021
MARCIEL MANÃO,REPUBLICANOS,Direita,PA,MASCULINO,PARDA,53.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1099
NILMARIO MIRANDA,PT,Esquerda,MG,MASCULINO,BRANCA,75.0,585948.0,BENS_G2,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1331
PASTORA SELMA MAROLD,PTB,Direita,PR,FEMININO,BRANCA,66.0,225400.0,BENS_G3,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1406
POLICIAL DELEGADO MORAES,PP,Direita,PA,MASCULINO,BRANCA,65.0,327679.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO CIVIL APOSENTADO,N,NÃO DIVULGÁVEL,1110
HENRIQUE DO PARAISO,REPUBLICANOS,Direita,SP,MASCULINO,BRANCA,37.0,400315.0,BENS_G2,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1023
JORGE MOURA,PT,Esquerda,SP,MASCULINO,BRANCA,42.0,537482.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1316
DRA. ALAÍDES,PRTB,Direita,GO,FEMININO,PARDA,62.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2818
CESAR MASCARENHAS,PSC,Direita,BA,MASCULINO,PARDA,58.0,150000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2090
CINTIA ROCKENBACH,PODE,Direita,RS,FEMININO,BRANCA,56.0,803339.0,BENS_G1,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1919
SANDRA MARCIA,PRTB,Direita,PR,FEMININO,BRANCA,55.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2832
MAGNO FELZEMBURGH,UNIÃO,Direita,BA,MASCULINO,PARDA,48.0,321508.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4457
GABRIEL MODESTO,PSC,Direita,PA,MASCULINO,PARDA,28.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,2000
PLACIDINO STABILE,MDB,Centro,MG,MASCULINO,BRANCA,51.0,200692.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1551
PRETA,REDE,Esquerda,PB,FEMININO,PARDA,44.0,nan,nan,SUPERIOR INCOMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,1813
RICARDO KANAAN,MDB,Centro,SP,MASCULINO,BRANCA,40.0,211139.0,BENS_G3,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,1543
RENATO ANDRADE,PSD,Direita,MG,MASCULINO,BRANCA,51.0,2223406.0,BENS_G1,SUPERIOR COMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,5510
HENDERSON PINTO,MDB,Centro,PA,MASCULINO,PARDA,46.0,506106.0,BENS_G2,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1522
EDUARDO NUNES,PMB,Direita,BA,MASCULINO,PRETA,62.0,nan,nan,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,3569
CONSTANTINO RODRIGUES FREITAS,PT,Esquerda,SC,MASCULINO,BRANCA,65.0,10459735.0,BENS_G1,SUPERIOR COMPLETO,ENGENHEIRO,N,NÃO DIVULGÁVEL,1320
DEBORA JUSTINO,UNIÃO,Direita,SP,FEMININO,PRETA,46.0,300000.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4474
TENENTE EUGÊNIO,PROS,Centro,RO,MASCULINO,PARDA,56.0,nan,nan,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,9095
HENRIETTE,PSB,Esquerda,PA,FEMININO,BRANCA,55.0,750000.0,BENS_G2,SUPERIOR COMPLETO,OCUPANTE DE CARGO EM COMISSÃO,N,NÃO DIVULGÁVEL,4035
VAL ALMEIDA,PSDB,Centro,BA,MASCULINO,PRETA,60.0,nan,nan,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4597
DELEGADO RAMAGEM,PL,Direita,RJ,MASCULINO,BRANCA,50.0,428746.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,2217
ANA QUILOMBOLA,DC,Direita,MA,FEMININO,PRETA,30.0,nan,nan,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,2717
EDVAN OLIVEIRA,PMN,Esquerda,PE,MASCULINO,PARDA,45.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3333
NAYARA BARCELOS,PRTB,Direita,GO,FEMININO,BRANCA,35.0,55000.0,BENS_G4,SUPERIOR INCOMPLETO,VEREADOR,S,NÃO DIVULGÁVEL,2877
FLAUZINO ANTUNES,PC do B,Esquerda,DF,MASCULINO,BRANCA,45.0,33001.0,BENS_G4,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,6599
ELIANE BRAZ,PSD,Direita,CE,FEMININO,PARDA,46.0,143297.0,BENS_G3,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,5588
JOÃO CARLOS BACELAR,PL,Direita,BA,MASCULINO,BRANCA,50.0,9917969.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2288
JUNIOR OROSCO,UNIÃO,Direita,SP,MASCULINO,BRANCA,43.0,8244576.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4445
DANIEL BALBINO,PSB,Esquerda,CE,MASCULINO,PRETA,37.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4090
MARIA HELENA ,PMN,Esquerda,MG,FEMININO,BRANCA,50.0,26000.0,BENS_G4,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3325
MIRANDA DOS PROJETOS SOCIAIS,MDB,Centro,RJ,MASCULINO,BRANCA,44.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1526
ELEOMEA BARROSO,PSDB,Centro,AM,FEMININO,PRETA,63.0,nan,nan,ENSINO MÉDIO COMPLETO,SECRETÁRIO E DATILÓGRAFO,N,NÃO DIVULGÁVEL,4545
ARNALDO JARDIM,CIDADANIA,Esquerda,SP,MASCULINO,BRANCA,67.0,4194567.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,2345
ROSARIO CONTADORA,MDB,Centro,RN,FEMININO,BRANCA,67.0,8000.0,BENS_G4,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,1516
COSME DA SAÚDE,SOLIDARIEDADE,Centro,MG,MASCULINO,PRETA,51.0,170000.0,BENS_G3,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7722
MAURÍCIO RANGEL,PSDB,Centro,MG,MASCULINO,BRANCA,60.0,427000.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4577
FABIANO OLIVEIRA,UNIÃO,Direita,RJ,MASCULINO,BRANCA,45.0,525676.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,4490
MISSINHO DO BODE,PODE,Direita,PB,MASCULINO,PARDA,54.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1919
MARCOS LUCAS,NOVO,Direita,SP,MASCULINO,BRANCA,52.0,704032.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,3032
LAZARO BOTELHO,PP,Direita,TO,MASCULINO,BRANCA,75.0,2328672.0,BENS_G1,ENSINO MÉDIO COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1145
NEIDE BARBOSA,MDB,Centro,SE,FEMININO,PARDA,53.0,84644.0,BENS_G3,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1511
FELÍCIO LATERÇA,PP,Direita,RJ,MASCULINO,BRANCA,55.0,2832317.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1122
MARIANA OLIVEIRA,PT,Esquerda,BA,FEMININO,BRANCA,50.0,19713.0,BENS_G4,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,1374
CÉLIA INOCÊNCIA,MDB,Centro,SC,FEMININO,PRETA,52.0,nan,nan,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1577
DUDA SALABERT,PDT,Esquerda,MG,FEMININO,BRANCA,41.0,26709.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1212
ZECA DO CAMPO,AVANTE,Centro,SC,MASCULINO,BRANCA,44.0,645000.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7080
PROFESSOR JOÃO ROCHA,PP,Direita,MS,MASCULINO,BRANCA,65.0,2265063.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,N,NÃO DIVULGÁVEL,1123
LUIZ CARVALHO,REPUBLICANOS,Direita,MG,MASCULINO,BRANCA,54.0,505450.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1017
LUANA SANTOS,SOLIDARIEDADE,Centro,SE,FEMININO,PARDA,26.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7790
ROSE SANTOS,PMB,Direita,BA,FEMININO,PARDA,36.0,nan,nan,SUPERIOR COMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,3519
JESUALDO CASTRO,PROS,Centro,GO,MASCULINO,PRETA,47.0,322000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,9094
SARGENTO JEAN CÉSAR,PTB,Direita,RO,MASCULINO,PARDA,44.0,150000.0,BENS_G3,SUPERIOR INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1400
FLAVINHO AMPERMAG,PATRIOTA,Direita,SP,MASCULINO,PARDA,47.0,983000.0,BENS_G1,ENSINO FUNDAMENTAL INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,5123
CICINHO,PSB,Esquerda,SP,MASCULINO,BRANCA,47.0,178786.0,BENS_G3,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4001
AROLDO NASCIMENTO,PTB,Direita,RJ,MASCULINO,NÃO INFORMADO,50.0,nan,nan,SUPERIOR INCOMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,1475
DARIO FERREIRA,PRTB,Direita,RJ,MASCULINO,BRANCA,64.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2860
MONICA MENDES,CIDADANIA,Esquerda,AM,FEMININO,BRANCA,59.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2332
ROGE BAUDICHON,PP,Direita,SP,MASCULINO,BRANCA,28.0,42740.0,BENS_G4,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1110
PAULINHO FREIRE,UNIÃO,Direita,RN,MASCULINO,BRANCA,58.0,1004924.0,BENS_G1,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4488
KARLA BERGER,REPUBLICANOS,Direita,PI,FEMININO,BRANCA,50.0,825943.0,BENS_G1,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,1099
PAULA DO VOLEI,PODE,Direita,RJ,FEMININO,BRANCA,40.0,339012.0,BENS_G2,SUPERIOR COMPLETO,PSICÓLOGO,N,NÃO DIVULGÁVEL,1988
TAÍS ALMEIDA,PRTB,Direita,RJ,FEMININO,PARDA,21.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,2832
JOCELMA CAMILO,PMB,Direita,BA,FEMININO,PARDA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,3568
TONINHO AÇOUGUEIRO,PTB,Direita,PR,MASCULINO,PARDA,49.0,10000.0,BENS_G4,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,1494
AVENIR ROSA,PATRIOTA,Direita,RR,MASCULINO,BRANCA,70.0,135000.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,5123
HENRIQUE RESENDE,PROS,Centro,DF,MASCULINO,BRANCA,40.0,1249199.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,9009
