NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
ARLEN SANTIAGO,AVANTE,Centro,MG,MASCULINO,BRANCA,68.0,4412035.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,70111
FLAVIO CATÃO,PSD,Direita,AL,MASCULINO,BRANCA,42.0,271000.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,55255
MILENA CALAFELL,DC,Direita,MA,FEMININO,BRANCA,41.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27999
JANAINA GOMES,PSB,Esquerda,RS,FEMININO,BRANCA,50.0,111260.0,BENS_G3,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,40789
OSMAR MAZIM,PP,Direita,GO,MASCULINO,PARDA,58.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11543
GUILHERME GIL,PSOL,Esquerda,RS,MASCULINO,BRANCA,40.0,362376.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,50950
DR. ELISIO BARBOSA,UNIÃO,Direita,CE,MASCULINO,PARDA,59.0,855000.0,BENS_G1,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,44066
MAURÍCIO RIBEIRO,PL,Direita,PE,MASCULINO,PARDA,51.0,80000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,22337
ALDO GIL,PP,Direita,PI,MASCULINO,BRANCA,33.0,1892733.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,11222
SARGENTO APPEL,PTB,Direita,SC,MASCULINO,PARDA,56.0,nan,nan,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,14190
NARA CORRÊA,PTB,Direita,RS,FEMININO,BRANCA,62.0,14000.0,BENS_G4,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,14414
ROMEU OLAVO,PSC,Direita,MG,MASCULINO,PARDA,69.0,200000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20290
MAURICIO PEDREIRO,PMB,Direita,PE,MASCULINO,BRANCA,63.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35010
MARCELO KAWATOKO,PSB,Esquerda,SP,MASCULINO,AMARELA,54.0,31216.0,BENS_G4,SUPERIOR COMPLETO,SOCIÓLOGO,N,NÃO DIVULGÁVEL,40505
DANIEL PONTES,PC do B,Esquerda,AL,MASCULINO,PARDA,55.0,150000.0,BENS_G3,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,65000
BETÃO DA CADEIRA DE RODAS,AVANTE,Centro,RO,MASCULINO,BRANCA,55.0,420000.0,BENS_G2,ENSINO MÉDIO INCOMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,70321
VANILSON BUENO,PSDB,Centro,GO,MASCULINO,PRETA,40.0,500100.0,BENS_G2,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,45456
JOSÉ SERRA,PDT,Esquerda,AL,MASCULINO,PARDA,67.0,280000.0,BENS_G2,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,12333
ALAN DA MARISSOL,PATRIOTA,Direita,MA,MASCULINO,PARDA,41.0,350000.0,BENS_G2,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,51456
MARIANA NUNES ,UNIÃO,Direita,PE,FEMININO,BRANCA,38.0,7221.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44440
LUANA NEILAND,PTB,Direita,RS,FEMININO,BRANCA,28.0,2600.0,BENS_G4,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,14444
MILKA LUCIANA,PATRIOTA,Direita,GO,FEMININO,PARDA,43.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51650
EDNA DELLA NINA  COL SOMA,PT,Esquerda,SP,FEMININO,BRANCA,71.0,250025.0,BENS_G3,SUPERIOR INCOMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,13444
DANIEL CALCAGNO,PSB,Esquerda,PA,MASCULINO,PARDA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40126
EUDOCIO DANTAS DODÓ,REPUBLICANOS,Direita,PB,MASCULINO,BRANCA,69.0,87000.0,BENS_G3,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,10678
FABRÍCIO DA MUDANÇA,SOLIDARIEDADE,Centro,RJ,MASCULINO,BRANCA,44.0,142065.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,77222
GIOVANNI MACKEDANZ,PTB,Direita,RS,MASCULINO,BRANCA,50.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,14345
FELIPE VARGAS,PDT,Esquerda,RJ,MASCULINO,BRANCA,28.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,12369
BOMBARDA,PDT,Esquerda,PR,MASCULINO,BRANCA,73.0,746170.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12369
TUCO BAUAB,PP,Direita,SP,MASCULINO,BRANCA,44.0,252866.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11444
PATRICIA VALENTE,PSOL,Esquerda,GO,FEMININO,BRANCA,52.0,245095.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,50666
RAFA AMADEU,PDT,Esquerda,SP,MASCULINO,BRANCA,40.0,174416.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,12789
PR JUNIOR MAIA,PRTB,Direita,PB,MASCULINO,BRANCA,39.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,28123
GEOVANE DA COMINIDADE,AGIR,Direita,AM,MASCULINO,BRANCA,39.0,8000.0,BENS_G4,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,36777
SONELI,DC,Direita,GO,FEMININO,BRANCA,63.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,27222
PROF. DEUZELINA CHAGAS,PSD,Direita,TO,FEMININO,PARDA,46.0,704000.0,BENS_G2,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,55800
DR EMMANUEL FALCAO,MDB,Centro,PB,MASCULINO,PARDA,39.0,202853.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,15130
GIAN ZAPPELLA,NOVO,Direita,MG,MASCULINO,BRANCA,23.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,30031
CABO DELCIO,PTB,Direita,PR,MASCULINO,BRANCA,44.0,410843.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,14192
CINTHIA PEREIRA,NOVO,Direita,MG,FEMININO,BRANCA,35.0,232700.0,BENS_G3,SUPERIOR COMPLETO,ECONOMISTA,N,NÃO DIVULGÁVEL,30900
SARGENTO DOUGLAS,AVANTE,Centro,CE,MASCULINO,BRANCA,33.0,100000.0,BENS_G3,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,70190
GERALDO EUSTAQUIO,PRTB,Direita,MG,MASCULINO,BRANCA,70.0,250000.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,28133
SUELI FAGUNDES,PRTB,Direita,MG,FEMININO,PARDA,51.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,28018
PROF. SALETE,PSB,Esquerda,SP,FEMININO,BRANCA,59.0,nan,nan,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,40185
AILSON SOUTO,PP,Direita,PA,MASCULINO,PARDA,38.0,448447364.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11110
DIDO VIEIRA,REPUBLICANOS,Direita,PE,MASCULINO,BRANCA,42.0,5955201.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10222
STEVEN FABIANO,PDT,Esquerda,ES,MASCULINO,BRANCA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12369
JESUS E MANDATO POPULAR,PC do B,Esquerda,SP,MASCULINO,PRETA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,65010
JOB MARTINS,PT,Esquerda,RR,MASCULINO,PRETA,62.0,3000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,13444
ADJALMA GONÇALVES,PROS,Centro,RR,MASCULINO,BRANCA,50.0,637000.0,BENS_G2,SUPERIOR COMPLETO,AGRÔNOMO,N,NÃO DIVULGÁVEL,90190
CAROL CAVALCANTE,PP,Direita,RJ,FEMININO,PARDA,24.0,68000.0,BENS_G4,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,11015
DR OSCAR,PSB,Esquerda,PB,MASCULINO,PARDA,69.0,121523.0,BENS_G3,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,40400
PROFESSORA ROSA MARIA TESSER,PP,Direita,SC,FEMININO,BRANCA,77.0,1000000.0,BENS_G1,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,11122
IVO DA SILVA,AVANTE,Centro,SC,MASCULINO,BRANCA,62.0,302790.0,BENS_G2,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70222
JAQUELINE RODAKEVICZ,PODE,Direita,PR,FEMININO,BRANCA,37.0,35000.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,19258
DAI FREITAS,AVANTE,Centro,SC,FEMININO,BRANCA,37.0,nan,nan,SUPERIOR INCOMPLETO,GERENTE,N,NÃO DIVULGÁVEL,70600
DARA SANT ANNA,PT,Esquerda,RJ,FEMININO,PRETA,32.0,2000.0,BENS_G4,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,13031
CARLOS GOMES,PT,Esquerda,AC,MASCULINO,PARDA,42.0,265000.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,13555
WESLEI COLETIVO PEQUI EDUCAÇÃO,PSOL,Esquerda,GO,MASCULINO,PARDA,40.0,290000.0,BENS_G2,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,50123
JOÃO PAULO,PP,Direita,PB,MASCULINO,PARDA,41.0,180000.0,BENS_G3,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11369
PATO MARAVILHA,PL,Direita,SE,MASCULINO,PARDA,43.0,177168.0,BENS_G3,ENSINO MÉDIO COMPLETO,SECRETÁRIO E DATILÓGRAFO,N,NÃO DIVULGÁVEL,22222
CELINO FERTRIN,PODE,Direita,PR,MASCULINO,BRANCA,55.0,nan,nan,SUPERIOR COMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,19999
JUAN BRILHANTE,REPUBLICANOS,Direita,CE,MASCULINO,PARDA,34.0,112000.0,BENS_G3,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10001
LAILA ZANETTI,PTB,Direita,ES,FEMININO,PRETA,35.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,14666
NEURE REJANE,CIDADANIA,Esquerda,MT,FEMININO,BRANCA,45.0,477000.0,BENS_G2,SUPERIOR COMPLETO,PSICÓLOGO,N,NÃO DIVULGÁVEL,23023
RAFAEL ARY,NOVO,Direita,SC,MASCULINO,BRANCA,40.0,1266300.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,30200
REINALDINHO ,UNIÃO,Direita,MG,MASCULINO,PARDA,45.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44040
PATRICIA JARA,SOLIDARIEDADE,Centro,MS,FEMININO,PRETA,42.0,87000.0,BENS_G3,ENSINO FUNDAMENTAL COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,77067
RUSSAO GOMES,PODE,Direita,RJ,MASCULINO,BRANCA,49.0,nan,nan,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19100
EDINHO CARVALHO,AGIR,Direita,GO,MASCULINO,BRANCA,55.0,192780.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,36789
AIRTON DA VIGILÂNCIA,PSB,Esquerda,AL,MASCULINO,BRANCA,62.0,100000.0,BENS_G3,SUPERIOR COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,40000
ELIAS BITENCOURT,AGIR,Direita,SP,MASCULINO,BRANCA,46.0,nan,nan,SUPERIOR INCOMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,36051
FERNANDO SIRCHIA,PDT,Esquerda,SP,MASCULINO,PARDA,25.0,138141.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,12500
MAYARA CARDOSO,REDE,Esquerda,RR,FEMININO,PARDA,34.0,191000.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,18123
PASTORA CLEIÇA FRANÇA,PSD,Direita,AC,FEMININO,PARDA,40.0,30000.0,BENS_G4,SUPERIOR COMPLETO,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",N,NÃO DIVULGÁVEL,55111
RAFAEL DE PAULA,PATRIOTA,Direita,RO,MASCULINO,BRANCA,48.0,165000.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,51123
FABIANO REIS,MDB,Centro,MS,MASCULINO,PRETA,43.0,402000.0,BENS_G2,SUPERIOR INCOMPLETO,SERVENTUÁRIO DE JUSTIÇA,N,NÃO DIVULGÁVEL,15033
DECA PINHEIRO,AGIR,Direita,AC,FEMININO,PARDA,54.0,30000.0,BENS_G4,ENSINO FUNDAMENTAL INCOMPLETO,EMPREGADO DOMÉSTICO,N,NÃO DIVULGÁVEL,36300
ISAAC NUNES,UNIÃO,Direita,PA,MASCULINO,PRETA,45.0,155000.0,BENS_G3,ENSINO MÉDIO COMPLETO,TAXISTA,N,NÃO DIVULGÁVEL,44017
NOELMA RODRIGUES,PMB,Direita,SP,FEMININO,BRANCA,49.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35200
GABRIEL FONTES,PP,Direita,PE,MASCULINO,PARDA,25.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,11144
ANA MELO,PMB,Direita,SP,FEMININO,BRANCA,51.0,300000.0,BENS_G2,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,35822
ANGELA VIEIRA,PATRIOTA,Direita,SC,FEMININO,PARDA,61.0,240.0,BENS_G4,SUPERIOR INCOMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,51690
FERNANDO PALMARES,PSB,Esquerda,RJ,MASCULINO,PRETA,34.0,35800.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40567
PROFESSOR CLEMILTON,PL,Direita,AC,MASCULINO,PARDA,55.0,280000.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,22100
FRANÇA,PSB,Esquerda,PA,MASCULINO,PARDA,71.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,40024
ANTONIO PEDRO,UNIÃO,Direita,AC,MASCULINO,PARDA,67.0,1200000.0,BENS_G1,ENSINO MÉDIO COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,44123
DANIEL THEODORO,REDE,Esquerda,AP,MASCULINO,BRANCA,41.0,47241.0,BENS_G4,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,18123
CACIQUE ARUÃ,PC do B,Esquerda,BA,MASCULINO,INDÍGENA,48.0,240000.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,65444
SILVIA MENDONÇA,PATRIOTA,Direita,SC,FEMININO,BRANCA,53.0,300000.0,BENS_G2,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,51180
MAX MEIRA,SOLIDARIEDADE,Centro,RJ,MASCULINO,BRANCA,43.0,135000.0,BENS_G3,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,77030
DRIELLE MENDES,PSD,Direita,AC,FEMININO,PARDA,39.0,190000.0,BENS_G3,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,55444
REIS,PT,Esquerda,SP,MASCULINO,PRETA,61.0,987035.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,13651
BETO PAIVA,PSC,Direita,MG,MASCULINO,PRETA,61.0,nan,nan,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,20888
TOINHO DO POVO,PSDB,Centro,AC,MASCULINO,BRANCA,59.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,45005
ALEX PINTOR,REPUBLICANOS,Direita,CE,MASCULINO,PARDA,45.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10333
PROF CELSO BOVAROTI,PSC,Direita,PR,MASCULINO,BRANCA,47.0,210000.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,20777
ALEX RAMOS,PTB,Direita,BA,MASCULINO,PARDA,50.0,198000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14777
SAULO SPEROTTO,PSDB,Centro,SC,MASCULINO,BRANCA,56.0,627189.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,45222
JUCA PINHEIRO,PMN,Esquerda,SP,MASCULINO,PARDA,71.0,nan,nan,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,33699
RICARDO MAIA,PODE,Direita,PR,MASCULINO,BRANCA,62.0,173561.0,BENS_G3,SUPERIOR INCOMPLETO,OCUPANTE DE CARGO EM COMISSÃO,N,NÃO DIVULGÁVEL,19500
OSVALDO GOMES,PDT,Esquerda,SP,MASCULINO,PARDA,36.0,61183.0,BENS_G4,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,12712
ANIZIO TEIXEIRA,PRTB,Direita,ES,MASCULINO,PARDA,52.0,317600.0,BENS_G2,ENSINO MÉDIO COMPLETO,"BOMBEIRO E INSTALADOR DE GÁS, ÁGUA, ESGOTO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,28321
FABINHO FAGUNDES,PP,Direita,SP,MASCULINO,PRETA,43.0,16791.0,BENS_G4,ENSINO MÉDIO COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,11245
PASTOR ANISTALDO,PSC,Direita,SP,MASCULINO,BRANCA,54.0,681313.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,20147
ZÉ CARLOS PIOTTO RADIALISTA,PODE,Direita,MG,MASCULINO,BRANCA,53.0,570000.0,BENS_G2,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19369
GILMAR MAIA,PSD,Direita,RS,MASCULINO,BRANCA,63.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,55355
LILIAJANE,UNIÃO,Direita,ES,FEMININO,BRANCA,52.0,nan,nan,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,44077
SAMUEL DA VERANEIO,PSC,Direita,BA,MASCULINO,PRETA,58.0,nan,nan,ENSINO MÉDIO INCOMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,20345
VALDA FURACÃO,PSC,Direita,AP,FEMININO,PRETA,51.0,12000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20280
PETRUS EVELYN,NOVO,Direita,PI,MASCULINO,BRANCA,35.0,47176.0,BENS_G4,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,30000
CARLINHOS AGUIAR,PL,Direita,SP,MASCULINO,BRANCA,66.0,5841212.0,BENS_G1,SUPERIOR COMPLETO,ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS,N,NÃO DIVULGÁVEL,22211
JULIA ARRUDA,PC do B,Esquerda,RN,FEMININO,BRANCA,40.0,207786.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,65777
MAXWEL OLIVEIRA,PTB,Direita,RN,MASCULINO,BRANCA,28.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14321
HELIO GUABIRABA,PSB,Esquerda,PE,MASCULINO,PARDA,63.0,nan,nan,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,40028
CILENE COUTO,PSDB,Centro,PA,FEMININO,BRANCA,50.0,580000.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45112
EDIVAL CECCON BERTON,PATRIOTA,Direita,PR,MASCULINO,BRANCA,53.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,51009
MARCELO AGUIAR,PSC,Direita,SP,MASCULINO,BRANCA,49.0,199587.0,BENS_G3,SUPERIOR COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,20000
GIL DINIZ,PL,Direita,SP,MASCULINO,BRANCA,36.0,417513.0,BENS_G2,SUPERIOR INCOMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22120
HENRIQUE SILVA,DC,Direita,RJ,MASCULINO,BRANCA,44.0,510000.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,27444
CAPITÃO ALISSON,PL,Direita,SP,MASCULINO,PARDA,43.0,518600.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22250
PAULO PASSOS,PSC,Direita,BA,MASCULINO,PARDA,40.0,nan,nan,ENSINO MÉDIO COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,20082
CRISTAL LOPEZ,PODE,Direita,MG,FEMININO,PRETA,40.0,nan,nan,ENSINO MÉDIO COMPLETO,ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS,N,NÃO DIVULGÁVEL,19199
PROF WALTER FERREIRA,REPUBLICANOS,Direita,SP,MASCULINO,PARDA,58.0,15000.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,10070
DR. EDUARDO BRITO,SOLIDARIEDADE,Centro,PB,MASCULINO,PARDA,44.0,730000.0,BENS_G2,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,77000
CÉLIA COSTA,PSB,Esquerda,RN,FEMININO,BRANCA,50.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40456
ELVES NOGUEIRA,PTB,Direita,CE,MASCULINO,PARDA,45.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14001
MICHEL BOCÃO,DC,Direita,AC,MASCULINO,BRANCA,48.0,nan,nan,LÊ E ESCREVE,OUTROS,N,NÃO DIVULGÁVEL,27022
MAICON ZABOT,PTB,Direita,SC,MASCULINO,BRANCA,32.0,nan,nan,SUPERIOR INCOMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,14440
IARLISSON SILVA,PSOL,Esquerda,MA,MASCULINO,PARDA,21.0,nan,nan,ENSINO MÉDIO COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,50461
FELIPE SILVA,PDT,Esquerda,PI,MASCULINO,PRETA,24.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,12456
TIÃO DO TÊNIS,PSC,Direita,SP,MASCULINO,PARDA,52.0,240616.0,BENS_G3,ENSINO MÉDIO INCOMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,20201
JOSÉ CARLOS,REPUBLICANOS,Direita,PE,MASCULINO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10211
FELIPE DE CHICÃO,MDB,Centro,MA,MASCULINO,PARDA,30.0,205795.0,BENS_G3,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,15225
FANIZE ALBUES,PT,Esquerda,MT,FEMININO,PRETA,54.0,76419.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,13136
PROFESSORA MELISSA,PATRIOTA,Direita,SE,FEMININO,BRANCA,50.0,1065000.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,51030
